handle	created_at	text
GovAndyBeshear	2020-03-27 00:28:56	distilleries making barrels hand sanitizer hospitals first responders amid covid19 one example donated gallons thank teamkentucky making difference togetherky
GovAndyBeshear	2020-03-27 00:03:58	visit governor facebook page youtube watch today covid19 update
GovAndyBeshear	2020-03-26 22:03:37	good news received call reviewing 90-year-old perry county nursing home resident tested negative covid19
GovAndyBeshear	2020-03-26 21:00:06	governor beshear shares updated information covid19 watch live
GovAndyBeshear	2020-03-26 19:43:29	students teachers making huge sacrifices keep teamkentucky safe covid19 thank navigating staying healthyathome together beat togetherky
GovAndyBeshear	2020-03-26 18:41:48	governor beshear update kentuckians covid19 facebook live p et togetherky teamkentucky
GovAndyBeshear	2020-03-26 17:00:48	expanded eligibility unemployment insurance kentucky covid19 applied visit teamkentucky togetherky
GovAndyBeshear	2020-03-26 16:28:35	hard find best words explain covid19 young children yesterday provided video preschool age kids help family stay healthyathome view togetherky teamkentucky
GovAndyBeshear	2020-03-26 15:04:33	helpful guidelines follow practicing socialdistancing thanks continuing make sacrifices keep teamkentucky safe covid19 togetherky
GovAndyBeshear	2020-03-26 13:04:44	made executive order suspending evictions commonwealth due covid19 must come together support need time together teamkentucky beat togetherky patriots
GovAndyBeshear	2020-03-26 11:02:03	last night house lit green honor another kentuckian lost covid19 coming weeks let dedicated everything protect one another ab togetherky teamkentucky
GovAndyBeshear	2020-03-26 00:33:55	tighter restrictions amid covid19 greater sacrifices keep kentuckians healthyathome
GovAndyBeshear	2020-03-25 21:00:22	governor beshear shares updated information covid19 watch live
GovAndyBeshear	2020-03-25 20:51:37	start p update video intended preschool children governor beshear provide full update covid19 kentucky togetherky teamkentucky
GovAndyBeshear	2020-03-25 18:38:58	staying healthyathome important physical mental health try tips family thank making ultimate sacrifice teamkentucky beat covid19 togetherky patriot ab
GovAndyBeshear	2020-03-25 15:57:44	governor beshear update kentuckians covid19 facebook live p et togetherky teamkentucky
GovAndyBeshear	2020-03-25 15:49:15	rise cases importance coming weeks must take next step pm et thurs ask non-life-sustaining businesses close in-person traffic full details seen together beat covid19
GovAndyBeshear	2020-03-25 14:50:32	yesterday signed sb allowing school districts ability request unlimited number non-traditional instruction days remote learning covid19 must still prioritize education future children teamkentucky togetherky
GovAndyBeshear	2020-03-24 23:49:10	state sees biggest one-day spike covid19 positive cases
GovAndyBeshear	2020-03-24 23:00:00	yesterday announced teamkentucky fund provide financial assistance kentuckians whose employment affected covid19 make tax-deductible donation
GovAndyBeshear	2020-03-24 20:57:26	governor beshear shares updated information covid19 watch live
GovAndyBeshear	2020-03-24 18:57:16	tune today p et covid19 update get together teamkentucky togetherky
GovAndyBeshear	2020-03-24 18:25:40	governor beshear update kentuckians covid19 facebook live p et togetherky teamkentucky
GovAndyBeshear	2020-03-24 16:50:19	yesterday announced covid19 reporting hotline report concerning actions could spreading virus call 1-833-597-2337 lines open p et messages left hours togetherky teamkentucky patriot
GovAndyBeshear	2020-03-24 15:33:06	important know social distancing help stop spread covid19 thanks sacrifices teamkentucky make sure visit updates togetherky patriot
GovAndyBeshear	2020-03-24 00:39:34	tonight home lights green honor another kentuckian lost covid19 let us committed everything protect show kindness togetherky teamkentucky ab
GovAndyBeshear	2020-03-24 00:08:57	fourth death reported positive covid19 cases team kentucky fund announced
GovAndyBeshear	2020-03-23 22:10:10	appreciative kind notes receiving want thank thank sacrifices making protect commonwealth covid19 team effort teamkentucky ab
GovAndyBeshear	2020-03-23 21:00:00	governor beshear shares updated information covid19 watch live
GovAndyBeshear	2020-03-23 19:56:02	thank businesses individuals stepping donate face masks essential supplies front lines forever grateful together beat covid19 togetherky teamkentucky
GovAndyBeshear	2020-03-23 18:03:05	yesterday made changes protect teamkentucky covid19 visit see full list actions taken togetherky
GovAndyBeshear	2020-03-23 17:04:04	governor beshear update kentuckians covid19 facebook live p et togetherky teamkentucky
GovAndyBeshear	2020-03-23 13:14:24	clarify order closing certain retail in-store activity p tonight due covid19 close hardware cell phone cell phone repair stores stores must enforce social distancing per cdc information visit
GovAndyBeshear	2020-03-22 23:51:05	nonessential retailers close tomorrow positive covid19 cases visit watch today news conference
GovAndyBeshear	2020-03-22 20:54:16	governor beshear shares updated information covid19 watch live
GovAndyBeshear	2020-03-22 19:37:18	kentuckians eligible unemployment insurance particularly affected work loss due covid19 apply togetherky teamkentucky
GovAndyBeshear	2020-03-22 17:18:53	governor beshear update kentuckians covid19 facebook live p et togetherky teamkentucky
GovAndyBeshear	2020-03-22 14:33:19	sunday mornings home tough many us man faith know right thing thank sacrifices making keep teamkentucky safe covid19 togetherky
GovAndyBeshear	2020-03-22 00:39:40	show small yet significant message compassion empathy renewal kentuckian passes related covid19 britainy lighting governor mansion green thinking lost prayers families loved ones ab
GovAndyBeshear	2020-03-21 23:49:05	third covid19 death reported positive cases visit watch today news conference
GovAndyBeshear	2020-03-21 20:59:06	governor beshear shares updated information covid19 watch live
GovAndyBeshear	2020-03-21 18:58:55	governor beshear update kentuckians covid19 facebook live p et togetherky teamkentucky
GovAndyBeshear	2020-03-21 18:11:57	changed recommendations seek care visit latest information covid19 kentucky togetherky teamkentucky
GovAndyBeshear	2020-03-21 16:13:45	part help drive home awareness stop spread covid-19 kentucky learn protect yo
GovAndyBeshear	2020-03-21 13:10:10	kentuckians eligible unemployment insurance particularly affected work loss due covid19 apply started application week please finish p et tonight togetherky teamkentucky
GovAndyBeshear	2020-03-21 01:31:36	governor asks superintendents keep schools closed least april delays tax filing deadline july due covid19
GovAndyBeshear	2020-03-20 22:29:50	case missed dr benzel kid-friendly covid19 update view teamkentucky togetherky patriot
GovAndyBeshear	2020-03-20 20:59:27	governor beshear shares updated information covid19 watch live
GovAndyBeshear	2020-03-20 19:58:52	governor beshear update kentuckians covid19 facebook live p et togetherky teamkentucky
GovAndyBeshear	2020-03-20 19:15:00	encouraging everyone work home work home employer duty member commonwealth help keep kentuckians safe covid19 togetherky teamkentucky
GovAndyBeshear	2020-03-20 18:45:00	kentuckians fighting two enemies covid19 fear please use reliable sources stay updated information commonwealth togetherky teamkentucky
GovAndyBeshear	2020-03-20 18:02:56	get touch via contact information apply togetherky teamkentucky covid19
GovAndyBeshear	2020-03-20 18:02:27	follow guidelines required documentation togetherky teamkentucky covid19
GovAndyBeshear	2020-03-20 18:02:03	kentuckians eligible programs particularly affected work loss due covid19 apply togetherky teamkentucky
GovAndyBeshear	2020-03-20 18:01:26	temporarily waiving unemployment insurance benefit rules covid19 one step take help protect kentuckians financially know difficult time going get working together help togetherky teamkentucky
GovAndyBeshear	2020-03-20 17:29:55	covid19 state emergency report price gouging complaints attorney genera office visit teamkentucky togetherky
GovAndyBeshear	2020-03-20 15:59:25	reminder today covid19 update p et watch facebook live youtube
GovAndyBeshear	2020-03-20 13:09:44	parent know tough tackle discussions like covid19 kids important answer questions honestly encourage open dialogue quick tips help along way teamkentucky togetherky
GovAndyBeshear	2020-03-20 00:51:54	positive covid19 cases 6-year-old tested positive 64-year-old male underlying conditions second death reported
GovAndyBeshear	2020-03-19 20:55:22	governor beshear shares updated information covid19 watch live
GovAndyBeshear	2020-03-19 19:30:17	governor beshear update kentuckians covid19 facebook live p et togetherky teamkentucky
GovAndyBeshear	2020-03-19 16:30:45	remember teamkentucky going make covid19 together ab togetherky
GovAndyBeshear	2020-03-19 16:14:06	let fill social media today good social distancing working home efforts combat coronavirus use normal hashtags teamkentucky togetherky add patriot battle covid19 patriotic duty ab
GovAndyBeshear	2020-03-19 15:22:24	want extend big thank health care providers emergency response teams working around clock keep facilities buildings clean covid19 role important next truly appreciate teamkentucky togetherky ab
GovAndyBeshear	2020-03-19 12:52:56	case missed kid-friendly covid19 update view togetherky teamkentucky
GovAndyBeshear	2020-03-18 20:01:05	governor beshear update kentuckians covid19 facebook live p et also share favorite posts teamkentucky togetherky hashtags showing people taking care family
GovAndyBeshear	2020-03-18 16:31:56	asking everyone show us taking care family stressful times use hashtags togetherky teamkentucky share favorites today covid19 update p et
GovAndyBeshear	2020-03-18 01:25:27	covid19 guidance closure public-facing businesses government offices visit watch today news conference
GovAndyBeshear	2020-03-17 21:01:50	governor beshear shares updated information covid19 watch live
GovAndyBeshear	2020-03-17 20:50:55	reminder parents first portion p et press conference child friendly hope kids join us first portion followed full covid19 update togetherky teamkentucky
GovAndyBeshear	2020-03-17 20:00:28	governor beshear share updated information covid19 kentuckians media facebook live p et
GovAndyBeshear	2020-03-17 13:43:18	reminder one covid19 update today p et start age-appropriate discussion kids followed full update see p et togetherky teamkentucky
GovAndyBeshear	2020-03-17 12:36:02	governor beshear share updated information covid19 kentuckians media facebook live p et youtube
GovAndyBeshear	2020-03-16 16:03:53	state first death related covid19 announced visit watch today news conference
GovAndyBeshear	2020-03-16 12:59:55	governor beshear shares updated information covid19 watch live
GovAndyBeshear	2020-03-16 11:36:00	governor beshear share updated information covid19 kentuckians media facebook live et youtube
GovAndyBeshear	2020-03-15 22:51:40	positive covid19 cases visit watch today news conference
GovAndyBeshear	2020-03-15 20:00:24	governor beshear shares updated information covid19 watch live
GovAndyBeshear	2020-03-15 17:45:00	governor beshear share updated information covid19 kentuckians media facebook live p et youtube
GovAndyBeshear	2020-03-15 15:38:34	dr alan brenzel shared last covid19 update one difficult things situation uncertainly uncertainty leads anxiety follow tips maintain mental health reduce anxiety please seek professional help needed teamkentucky ab
GovAndyBeshear	2020-03-15 00:40:34	new grants waiver allow kentucky schools flexibility serve students off-site meals amid covid19 closures mor
GovAndyBeshear	2020-03-15 00:23:21	positive covid19 cases childcare centers prepare closure hospitals cease elective procedures
GovAndyBeshear	2020-03-14 19:56:35	governor beshear shares updated information covid19 watch live
GovAndyBeshear	2020-03-14 16:12:24	governor beshear share updated information covid19 kentuckians media facebook live p et youtube
GovAndyBeshear	2020-03-14 15:53:01	taking aggressive action response covid19 latest information data covid19 kentucky visit dial kentucky state hotline 1-800-722-5725
GovAndyBeshear	2020-03-14 15:49:27	unsure whether need seek medical attention covid19 reminder guidelines
GovAndyBeshear	2020-03-13 21:12:20	governor beshear shares updated information covid19 watch live
GovAndyBeshear	2020-03-13 20:00:00	governor beshear share updated information covid19 kentuckians media facebook live p et youtube
GovAndyBeshear	2020-03-13 18:26:46	report covid19 scams attorney general consumer protection hotline 1-888-432-9257
GovAndyBeshear	2020-03-13 16:31:49	ask kentuckians please follow latest covid19 guidelines keep community members safe information please visit teamkentucky ab
GovAndyBeshear	2020-03-13 15:58:38	senior centers close wage replacement benefits provided first responders medical personnel key state meetings use teleconferencing covid19 ab
GovAndyBeshear	2020-03-13 15:01:01	governor beshear shared updated information covid19 kentucky morning view full video youtube
GovAndyBeshear	2020-03-13 12:58:36	governor beshear shares updated information covid19 watch live
GovAndyBeshear	2020-03-13 11:29:00	governor beshear share updated information covid19 kentuckians media facebook live et youtube
GovAndyBeshear	2020-03-12 23:33:16	two new presumptive positive covid19 tests confirmed fayette jefferson county
GovAndyBeshear	2020-03-12 20:15:30	governor beshear share updated information covid19 kentuckians media facebook live p et
GovAndyBeshear	2020-03-12 14:34:05	continue keep updated daily covid19 commonwealth please practice good hygiene wash hands frequently help keep others safe visit information teamkentucky ab
GovAndyBeshear	2020-03-11 21:05:17	governor beshear shares updated information covid19 watch live
GovAndyBeshear	2020-03-11 20:04:02	governor beshear share updated information covid19 kentuckians media facebook live p et
GovAndyBeshear	2020-03-11 18:28:43	gov beshear urges cooperation protect kentuckians stop spread covid19
GovAndyBeshear	2020-03-11 13:02:22	governor beshear shares updated information covid19 watch live
GovAndyBeshear	2020-03-11 11:20:00	governor beshear share updated information covid19 kentuckians media facebook live et visit
GovAndyBeshear	2020-03-11 01:24:54	five harrison county residents tested positive covid19 kentucky
GovAndyBeshear	2020-03-10 21:00:19	governor beshear shares updated information covid19 watch live
GovAndyBeshear	2020-03-10 20:11:13	governor beshear share updated information covid19 kentuckians media facebook live p et
GovAndyBeshear	2020-03-10 18:20:52	state long-term care facilities urged restrict visitors pharmacy access executive order issued covid19
GovAndyBeshear	2020-03-10 13:03:11	governor beshear shares updated information covid19 watch live
GovAndyBeshear	2020-03-10 11:20:00	governor beshear share updated information covid19 kentuckians media facebook live et
GovAndyBeshear	2020-03-10 01:22:42	latest covid19 cases kentucky fayette harrison counties
GovAndyBeshear	2020-03-09 19:46:00	latest information covid19 kentucky please visit keep others safe following health tips getting flu shot practicing good hygiene
GovAndyBeshear	2020-03-09 18:45:00	unsure seek medical care covid19 follow tips self-triage help reduce crowds minimize spread infection maintain resources teamkentucky
GovAndyBeshear	2020-03-09 17:06:52	gov beshear local leaders state health officials brief kentuckians state four covid19 cases
GovAndyBeshear	2020-03-09 12:43:07	governor beshear shares updated information covid19 watch live
GovAndyBeshear	2020-03-09 11:42:55	governor beshear share updated information covid19 kentuckians media facebook live et
GovAndyBeshear	2020-03-08 22:59:32	latest information covid-19 kentucky please visit covid19
GovAndyBeshear	2020-03-08 22:59:08	latest covid-19 patients jefferson fayette counties second case harrison county covid19
GovAndyBeshear	2020-03-08 21:41:19	governor beshear share updated information covid-19 kentuckians
GovAndyBeshear	2020-03-08 21:18:19	governor beshear share updated information covid-19 kentuckians facebook live p et tonight
GovAndyBeshear	2020-03-07 21:03:04	new covid-19 hotline ready guidance issued help protect kentuckians
GovAndyBeshear	2020-03-07 18:14:41	update coronavirus
GovAndyBeshear	2020-03-06 22:28:16	update related coronavirus
GovAndyBeshear	2020-03-05 21:20:08	state lab began testing week gov beshear warns kentuckians covid-19 scams teamkentucky
GovAndyBeshear	2020-03-05 20:11:53	watch live facebook update coronavirus response
GovBillLee	2020-04-06 23:40:52	new covid-19 bulletin small rural hospital grants local government grants care uninsured plus highlights today briefing
GovBillLee	2020-04-06 21:41:30	issued covid19 guidance insurance carriers urging provide individuals employers much flex
GovBillLee	2020-04-06 18:00:01	pandemic easy tennessee small businesses nonprofits feeling effects covid-19 apply million federal assistance economic injury disaster loan program
GovBillLee	2020-04-06 17:09:01	capital maintenance public safety road projects pause disasters like march tornadoes covid-19 pandemic today announced million grants distributed every county city government across tn info
GovBillLee	2020-04-06 16:27:22	powerful thing stay home join us fight covid-19 save tennessee lives tnstayapart
GovBillLee	2020-04-06 15:44:40	allocating million small rural hospital readiness grants support tennessee hospitals facing financial strain deliver care covid-19 pandemic learn
GovBillLee	2020-04-06 15:19:52	tn businesses stepped donated much-needed ppe health care workers critical personnel front lines covid-19 need help fight please consider donating email covid ppedonationsAT_USER visit
GovBillLee	2020-04-04 19:00:00	covid-19 forced families across tennessee adapt new normal april partnering statewide agencies nonprofits highlight ways serve neighbors right home tennesseeserves
GovBillLee	2020-04-04 14:54:22	one month since tornadoes struck covid-19 arrived storm pass take heart tennessee
GovBillLee	2020-04-03 22:30:06	new covid19 bulletin executive order information visit
GovBillLee	2020-04-03 20:15:00	tune today second covid-19 briefing live et ct
GovBillLee	2020-04-03 17:30:00	covid-19 imminent threat state every tennessean must take seriously remain home ensure save lives
GovBillLee	2020-04-03 16:10:00	tune today covid-19 briefing live et ct
GovBillLee	2020-04-03 00:22:08	beginning april tennessee small businesses impacted covid-19 tap paycheck protection program sba wil
GovBillLee	2020-04-02 23:29:32	april stands tough month tennessee covid-19 imminent threat need understand staying home option requirement swift defeat pandemic plus today media briefing
GovBillLee	2020-04-02 21:48:37	new covid19 bulletin executive order requiring tennesseans remain home surge capacity information visit
GovBillLee	2020-04-02 19:53:50	today covid-19 briefing updating tennesseans statewide safer home measures growing surge capacity watch live live stream facebook live
GovBillLee	2020-04-02 19:39:24	reason went step safer home order said tennesseans must remain home unless engaging essential activity staying home option requirement swift defeat covid-19
GovBillLee	2020-04-02 16:37:48	friends donated face shields tennessee medical professionals hospitals front lines covid-19 working diligently distribute much-needed ppe across state
GovBillLee	2020-04-02 16:04:03	important message peyton manning working together stop spread covid-19 part stay apart tnstayapart
GovBillLee	2020-04-02 01:05:01	ppe procurement distribution national child abuse prevention month ensuring sufficient health care services available pandemic visit resources up-to-date information
GovBillLee	2020-04-01 23:37:10	new covid-19 bulletin personal protective equipment procurement unified command surge planning medicaid waiver national child abuse prevention month
GovBillLee	2020-04-01 20:00:00	watch live covid-19 update live stream facebook live
GovBillLee	2020-04-01 18:30:00	tn safer home order full effect extends april covid-19 pandemic minimizing non-essential activity protect neighbors save lives get information affects business service
GovBillLee	2020-04-01 17:33:42	new at-home covid-19 screening tool collaboration coronavirus task force provides reliable information helps users determine next steps test open users available
GovBillLee	2020-04-01 14:27:31	statewide covid-19 testing sites available tennesseans safely pursue testing without taking unnecessary risks tennesseans first call usual source care keeping list up-to-date locations become available
GovBillLee	2020-04-01 14:21:38	work together stop spread covid19 feeling need leave home ask trip
GovBillLee	2020-03-31 22:29:13	new covid-19 bulletin statewide safer home order ppe procurement distribution mental health support tennesseans
GovBillLee	2020-03-31 21:31:26	state front-line crisis services system well-equipped meet needs tennesseeans feeling effects covid-19 call tn statewide crisis line 855-crisis-1 855-274-7471 text tn talk someone help
GovBillLee	2020-03-31 20:00:00	watch live today covid-19 media briefing
GovBillLee	2020-03-30 22:12:55	new covid19 bulletin executive order
GovBillLee	2020-03-30 21:04:01	health safety communities issued safer home guidelines every tennessee county mitigate spread covid-19
GovBillLee	2020-03-30 20:48:14	announced today launchtn partnering tn covid19 unified command engage companies including entr
GovBillLee	2020-03-30 20:00:01	watch live covid-19 update
GovBillLee	2020-03-30 18:08:20	nationaldoctorsday every day send prayers gratitude tn medical professionals front lines pandemic thank tireless efforts sleepless nights countless sacrifices keep us safe
GovBillLee	2020-03-29 23:36:36	unified command quickly addressed gallatin center rehabilitation covid-19 outbreak read steps taken work local partners keep residents safe
GovBillLee	2020-03-28 20:58:11	working together stop spread covid-19 let part tnstayapart
GovBillLee	2020-03-28 18:15:00	question covid-19 call public information line visit available daily p ct
GovBillLee	2020-03-27 19:43:09	asking tennessee businesses join us fight covid19 donate new unused personal protective eq
GovBillLee	2020-03-27 19:07:54	watch today covid19 update live memphis tn
GovBillLee	2020-03-27 15:45:56	unified command working effectively change way fight covid-19 pandemic tennessee simultaneously addressing health economic supply crises visit tn unified command hub resources up-to-date information
GovBillLee	2020-03-26 23:43:53	taking swift action provide relief every tennessean feeling effects pandemic today covid-19 update
GovBillLee	2020-03-26 22:11:30	new covid-19 bulletin part stay apart unemployment relief tennesseans covid-19 unified command portal executive order read
GovBillLee	2020-03-26 21:45:34	earlier today issued executive order mobilize health care workers expand telemedicine efforts fight covid-19
GovBillLee	2020-03-26 20:02:32	watch live today covid-19 update
GovBillLee	2020-03-25 23:40:26	together fight spread virus keep fellow tennesseans healthy safe watch today covid-19 update
GovBillLee	2020-03-25 22:00:40	new covid19 bulletin pledges million fight covid-19 tennessee deploys recovery grants child care facilities
GovBillLee	2020-03-25 20:02:43	watch live covid-19 update
GovBillLee	2020-03-25 14:50:21	question covid-19 call public information line visit
GovBillLee	2020-03-25 14:03:34	continuing urgent action fight covid-19 pandemic tennessee
GovBillLee	2020-03-24 23:12:20	new covid19 bulletin today mobilized national guard extended statewide school closures announced relief tennesseans read
GovBillLee	2020-03-24 17:36:49	asking tennessee businesses join us fight covid-19 donate new unused personal protective equipment national guard armory location info
GovBillLee	2020-03-23 23:01:59	new covid19 bulletin executive orders covid-19 unified command personal protective equipment ppe
GovBillLee	2020-03-23 19:30:00	watch live covid-19 update pm ct
GovBillLee	2020-03-23 19:08:53	covid-19 pandemic challenges every aspect traditional response crisis today appointed unified command effectively change way attack covid-19 tn work simultaneously address health economic supply crises
GovBillLee	2020-03-23 16:26:32	icymi tennessee-based doubling normal hiring rate adding employees response covid-19
GovBillLee	2020-03-22 16:02:25	also put place protections vulnerable populations work mitigate spread covid-19 read
GovBillLee	2020-03-22 16:02:25	covid19 pandemic created health economic crisis response must address today signed executive order temporarily limit social gatherings move restaurant sales takeout models food alcohol also address use gyms
GovBillLee	2020-03-22 14:17:29	grateful see businesses coming together help impacted covid-19 like tennessee-based taken measures protect vulnerable populations creating special shopping hours senior citizens
GovBillLee	2020-03-21 20:21:12	misinformation spread easily times uncertainty stay up-to-date facts related nation covid19 response
GovBillLee	2020-03-21 18:08:41	questions covid-19 addition tennessee department health public information lines call cente
GovBillLee	2020-03-20 21:31:11	joined talk tennessee swift response covid-19 watch
GovBillLee	2020-03-20 20:12:34	great news tennessee small businesses nonprofits feeling effects covid-19 apply million federal assistance economic injury disaster loan program learn
GovBillLee	2020-03-20 19:41:11	joining minutes discuss state coordinated actions combat covid-19 pandemic tennessee
GovBillLee	2020-03-19 22:30:29	new covid19 bulletin stay up-to-date coordinated efforts keep tennesseans safe
GovBillLee	2020-03-19 21:31:26	today covid19 media briefing executive order medical supply capacity relief tennessee small businesses nonprofits
GovBillLee	2020-03-19 21:19:21	earlier today issued executive order relieve regulatory burdens free departments effectively respond covid-19 tennessee read
GovBillLee	2020-03-19 20:00:01	watch live covid19 media briefing
GovBillLee	2020-03-18 22:14:43	today covid19 bulletin small business support medical supplies capacity grocery food supply chain donation locations read
GovBillLee	2020-03-18 21:08:00	covid19 update supporting tennessee businesses connecting local leaders expanding resources health care professionals watch today media briefing
GovBillLee	2020-03-18 20:05:31	watch live covid19 media briefing
GovBillLee	2020-03-18 15:54:30	response covid19 quarantine broadband providers offering free temporary internet service waiving disconnec
GovBillLee	2020-03-18 15:09:06	remote assessment sites drive-through testing sites quickly becoming available tennesseans safely pursue covid19 testing without taking unnecessary risks keeping list up-to-date locations become available
GovBillLee	2020-03-17 23:28:01	new covid19 bulletin recapping state actions keep tennesseans healthy read
GovBillLee	2020-03-17 21:02:58	covid19 update deploying emergency response recovery grants lifting restrictions working suspend regulations unemployment benefits tennesseans
GovBillLee	2020-03-17 19:32:53	watch today covid-19 media briefing live pm ct
GovBillLee	2020-03-17 16:06:24	many blood drive events cancelled due covid19 donors needed replenish blood supply
GovBillLee	2020-03-17 15:48:28	received waivers continue school nutrition programs covid-19 closures thankful federal agencies granted
GovBillLee	2020-03-16 19:19:30	joining state public health officials pm ct update tennesseans coordinated efforts manage spread covid19 watch live
GovBillLee	2020-03-16 15:24:33	manage impact covid-19 communities urge school districts close soon practically possible march read decision
GovBillLee	2020-03-15 15:43:32	questions covid-19 call centers setup three metro areas provide answers guidance add
GovBillLee	2020-03-14 17:51:11	tennessee department health coronavirus public information line partnership tennessee poison cente
GovBillLee	2020-03-13 22:51:37	covid-19 case count tennessee march information go
GovBillLee	2020-03-13 22:51:06	confirmed cases covid19 issued additional guidance tennesseans limiting participation mass gatherings keeping health vulnerable populations mind maintaining good hygiene habits
GovBillLee	2020-03-12 16:50:10	part help reduce spread covid19 tennessee recommends washing hands regularly avoiding unnecessary contact staying home sick
GovBillLee	2020-03-12 16:50:10	today signed executive order declaring state emergency tennessee confirmed cases covid19 spread across nation action allow us mobilize additional federal assistance affected learn
GovBillLee	2020-03-11 18:20:40	know facts covid-19 information go covid19
GovBillLee	2020-03-10 15:36:38	caught middle tennessee business leaders 2020governorsaddress morning tough week state gave update disaster recovery efforts covid-19 preparedness work create state tennesseans thrive
GovBillLee	2020-03-09 22:08:14	state coronavirus task force met afternoon enhance strong coordinated efforts prevent identity treat potential cases covid-19 working closely cdc monitor developments keep tennesseans safe learn
GovBillLee	2020-03-05 17:39:50	tennessee department health launched tennessee coronavirus public information line partnership
GovBillLee	2020-03-05 16:00:22	morning confirmed case covid-19 tennessee close communication state local federal partners remain prepared reduce spread infection keep tennesseans informed learn
GovBillLee	2020-02-28 22:53:18	afternoon cabinet briefed coronavirus efforts keep tennesseans healthy safe working closely local state federal partners coordinate response efforts remain prepared learn
GovChrisSununu	2020-04-06 19:02:29	briefing covid19 pandemic new hampshire get underway soon watch
GovChrisSununu	2020-04-06 19:00:15	new hampshire gov chris sununu providing update state response covid-19
GovChrisSununu	2020-04-06 18:50:36	watch live nh provide covid-19 update
GovChrisSununu	2020-04-06 16:45:47	holding press conference today pm provide update state response covid19 watch live
GovChrisSununu	2020-04-05 12:38:14	homehikechallenge socialdistancing
GovChrisSununu	2020-04-03 22:46:20	update president approved new hampshire major disaster declaration request pandemic continues l
GovChrisSununu	2020-04-03 19:29:51	listened entirety almost every covid press conference team done think
GovChrisSununu	2020-04-03 18:56:37	watch live give update nh response covid-19 scheduled begin p ht
GovChrisSununu	2020-04-03 16:48:29	holding press conference today pm provide updates state response covid19 watch live
GovChrisSununu	2020-04-02 23:09:08	state employees working around clock make sure new hampshire critical personal protective equipment need fight covid19 incredibly grateful hard work putting make sure get job done
GovChrisSununu	2020-04-02 17:09:47	time thanks askgovsununu questions sure keep eyes peeled updates response covid19
GovChrisSununu	2020-04-02 15:44:18	sitting minutes answer covid19 questions tweet askgovsununu add
GovChrisSununu	2020-04-01 18:24:43	coming pm holding press conference provide update state response covid19 watch live
GovChrisSununu	2020-04-01 15:50:26	live gov sununu state officials give latest coronavirus response updates
GovChrisSununu	2020-03-31 12:43:45	yesterday wrote educators across new hampshire thank ensure students continue receive quality education confront covid19 every educator risen challenge trying times thank enough 603pride
GovChrisSununu	2020-03-30 19:16:46	thread discussed late last week congress passed signed cares act result bipartisan legislation new hampshire set receive billion covid19 relief
GovChrisSununu	2020-03-30 18:51:24	coming pm holding press conference provide update state response covid19 watch live
GovChrisSununu	2020-03-30 17:07:32	holding press conference today pm provide update state response covid19 watch live tv online facebook
GovChrisSununu	2020-03-30 14:57:12	nationaldoctorsday thank brave individuals serving frontlines ensure health wellbeing communities especially coronavirus pandemic behalf granite staters thank tireless efforts covid19
GovChrisSununu	2020-03-30 13:59:57	new hampshire focus individual lost sight wake covid19 public health crisis great share approach taking new hampshire morning
GovChrisSununu	2020-03-30 12:38:16	joining talking nh response covid19
GovChrisSununu	2020-03-29 13:21:00	closeup morning longer discussion nh response covid19 tune
GovChrisSununu	2020-03-28 13:04:54	last weeks state taken unprecedented action responding covid-19 outbreak decisions made tough consistently moving step escalating covid-19 crisis nh read op-ed
GovChrisSununu	2020-03-27 20:49:15	make sure up-to-date industries services continue function benefit public health safety list continually updated covid19 public health crisis develops
GovChrisSununu	2020-03-27 20:39:06	request nhdhhs preparing facilities serve overflow hospitals quarantine hous
GovChrisSununu	2020-03-27 20:37:30	appreciate hard work advocating new hampshire getting cares act done swift signature funds help new hampshire fight covid19
GovChrisSununu	2020-03-27 17:43:22	local police fire depts front lines fight slow spread covid19 people nh grateful service hands deck effort local state level thanks letter
GovChrisSununu	2020-03-26 20:46:32	live tonight discuss stay home order issued afternoon provide updates covid19 granite state tune
GovChrisSununu	2020-03-26 18:52:27	live sununu gives update covid-19
GovChrisSununu	2020-03-26 18:29:55	providing update state response covid19 today pm watch live on-air online
GovChrisSununu	2020-03-26 16:16:02	holding press conference today pm provide update state response covid19 watch live
GovChrisSununu	2020-03-26 14:13:46	nh ag news release new hampshire attorney general charitable trusts unit issues scam alert result covid-19 outbr
GovChrisSununu	2020-03-25 14:30:00	wake covid19 today governor council meeting conducted via remote access calling today state emergency operations center continue monitor developing public health crisis closely
GovChrisSununu	2020-03-24 18:44:40	supporting nh individuals families not-for-profit organizations covid19 relief funds donations go towards helping individuals learn visit visit
GovChrisSununu	2020-03-24 18:44:39	heard businesses across state interested helping manufacture ppes critical equipment know nh companies nimble innovative ready produce supplies need fight covid19 visit
GovChrisSununu	2020-03-24 18:44:38	thread today announced mobilization several volunteer efforts stand ready provide assistance granite staters affected covid19 hands deck effort granite staters challenge togethernh
GovChrisSununu	2020-03-24 18:43:42	breaking gov announces additional steps new hampshire coronavirus response state launches htt
GovChrisSununu	2020-03-24 16:28:36	holding press conference today pm announce new initiatives state response covid19 tune on-air online watch
GovChrisSununu	2020-03-24 15:45:52	governor plans update state response covid-19
GovChrisSununu	2020-03-24 15:04:50	today hold news conference new initiatives respond covid-19 sununu also plans
